annotation_id,annotator,created_at,id,image,lead_time,updated_at,image_path,zone_label_path,spot_label_path,seg_exists,augmentation
110,1,2025-03-25T00:04:04.679967Z,255,/data/upload/5/f8e42d05-75197dfe-c014-463d-9db9-4d04167a3d15.webp,118.294,2025-03-25T00:05:55.778464Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_75197dfe-c014-463d-9db9-4d04167a3d15.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-255-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-255-combined-spot.npy,True,True
110,1,2025-03-25T00:04:04.679967Z,255,/data/upload/5/f8e42d05-75197dfe-c014-463d-9db9-4d04167a3d15.webp,118.294,2025-03-25T00:05:55.778464Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_75197dfe-c014-463d-9db9-4d04167a3d15.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-255-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-255-combined-spot.npy,True,True
111,1,2025-03-25T00:06:57.257795Z,257,/data/upload/5/14048a5e-90229b35-b4e6-4318-b8ca-5755ce178222.webp,113.618,2025-03-25T00:08:28.479166Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_90229b35-b4e6-4318-b8ca-5755ce178222.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-257-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-257-combined-spot.npy,True,True
111,1,2025-03-25T00:06:57.257795Z,257,/data/upload/5/14048a5e-90229b35-b4e6-4318-b8ca-5755ce178222.webp,113.618,2025-03-25T00:08:28.479166Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_90229b35-b4e6-4318-b8ca-5755ce178222.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-257-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-257-combined-spot.npy,True,True
112,1,2025-03-25T00:08:48.794594Z,258,/data/upload/5/2a8078a8-92613f8e-d5cc-4850-9b05-25ebf58e75b7.webp,96.82,2025-03-25T00:10:08.985895Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_92613f8e-d5cc-4850-9b05-25ebf58e75b7.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-258-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-258-combined-spot.npy,True,True
112,1,2025-03-25T00:08:48.794594Z,258,/data/upload/5/2a8078a8-92613f8e-d5cc-4850-9b05-25ebf58e75b7.webp,96.82,2025-03-25T00:10:08.985895Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_92613f8e-d5cc-4850-9b05-25ebf58e75b7.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-258-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-258-combined-spot.npy,True,True
113,1,2025-03-25T00:10:20.893051Z,259,/data/upload/5/8f9ee700-d22b7ea4-6388-40ce-a448-38e94e6af7ea.webp,196.577,2025-03-25T00:13:31.669925Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_d22b7ea4-6388-40ce-a448-38e94e6af7ea.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-259-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-259-combined-spot.npy,True,True
113,1,2025-03-25T00:10:20.893051Z,259,/data/upload/5/8f9ee700-d22b7ea4-6388-40ce-a448-38e94e6af7ea.webp,196.577,2025-03-25T00:13:31.669925Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_d22b7ea4-6388-40ce-a448-38e94e6af7ea.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-259-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-259-combined-spot.npy,True,True
114,1,2025-03-25T00:13:45.488302Z,260,/data/upload/5/b6309d05-86fdb93d-9ede-40a7-adcd-f5365bf39e15.webp,133.649,2025-03-25T00:15:49.378055Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_86fdb93d-9ede-40a7-adcd-f5365bf39e15.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-260-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-260-combined-spot.npy,True,True
114,1,2025-03-25T00:13:45.488302Z,260,/data/upload/5/b6309d05-86fdb93d-9ede-40a7-adcd-f5365bf39e15.webp,133.649,2025-03-25T00:15:49.378055Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_86fdb93d-9ede-40a7-adcd-f5365bf39e15.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-260-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-260-combined-spot.npy,True,True
115,1,2025-03-25T00:16:06.869737Z,261,/data/upload/5/fb161df4-088a07ab-48c2-4431-bc59-25c16553eae0.webp,151.644,2025-03-25T00:18:25.601946Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_088a07ab-48c2-4431-bc59-25c16553eae0.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-261-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-261-combined-spot.npy,True,True
115,1,2025-03-25T00:16:06.869737Z,261,/data/upload/5/fb161df4-088a07ab-48c2-4431-bc59-25c16553eae0.webp,151.644,2025-03-25T00:18:25.601946Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_088a07ab-48c2-4431-bc59-25c16553eae0.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-261-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-261-combined-spot.npy,True,True
116,1,2025-03-25T00:18:35.749098Z,262,/data/upload/5/c21c5276-92a067f2-1477-48bf-b9d2-059abcddf8df.webp,156.068,2025-03-25T00:21:06.728890Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_92a067f2-1477-48bf-b9d2-059abcddf8df.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-262-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-262-combined-spot.npy,True,True
116,1,2025-03-25T00:18:35.749098Z,262,/data/upload/5/c21c5276-92a067f2-1477-48bf-b9d2-059abcddf8df.webp,156.068,2025-03-25T00:21:06.728890Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_92a067f2-1477-48bf-b9d2-059abcddf8df.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-262-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-262-combined-spot.npy,True,True
117,1,2025-03-25T00:21:19.047406Z,263,/data/upload/5/f3d52094-97b5ee1a-0b18-440c-adbd-d4236e04c3e4.webp,151.797,2025-03-25T00:23:42.313736Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_97b5ee1a-0b18-440c-adbd-d4236e04c3e4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-263-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-263-combined-spot.npy,True,True
117,1,2025-03-25T00:21:19.047406Z,263,/data/upload/5/f3d52094-97b5ee1a-0b18-440c-adbd-d4236e04c3e4.webp,151.797,2025-03-25T00:23:42.313736Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_97b5ee1a-0b18-440c-adbd-d4236e04c3e4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-263-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-263-combined-spot.npy,True,True
118,1,2025-03-25T00:24:39.116515Z,264,/data/upload/5/0314dc6b-129f9c34-2464-4d74-8f17-eae460256025.webp,126.905,2025-03-25T00:25:52.351627Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_129f9c34-2464-4d74-8f17-eae460256025.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-264-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-264-combined-spot.npy,True,True
118,1,2025-03-25T00:24:39.116515Z,264,/data/upload/5/0314dc6b-129f9c34-2464-4d74-8f17-eae460256025.webp,126.905,2025-03-25T00:25:52.351627Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_129f9c34-2464-4d74-8f17-eae460256025.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-264-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-264-combined-spot.npy,True,True
119,1,2025-03-25T00:26:02.914023Z,265,/data/upload/5/e1dfbbfe-174a98c0-7bf3-4502-83a4-2e21dd80915f.webp,117.024,2025-03-25T00:27:55.605255Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_174a98c0-7bf3-4502-83a4-2e21dd80915f.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-265-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-265-combined-spot.npy,True,True
119,1,2025-03-25T00:26:02.914023Z,265,/data/upload/5/e1dfbbfe-174a98c0-7bf3-4502-83a4-2e21dd80915f.webp,117.024,2025-03-25T00:27:55.605255Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_174a98c0-7bf3-4502-83a4-2e21dd80915f.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-265-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-265-combined-spot.npy,True,True
120,1,2025-03-25T00:28:16.904671Z,267,/data/upload/5/4d4b8589-203f0b0e-5307-45df-a252-f192b2d87576.webp,127.434,2025-03-25T00:30:06.879753Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_203f0b0e-5307-45df-a252-f192b2d87576.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-267-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-267-combined-spot.npy,True,True
120,1,2025-03-25T00:28:16.904671Z,267,/data/upload/5/4d4b8589-203f0b0e-5307-45df-a252-f192b2d87576.webp,127.434,2025-03-25T00:30:06.879753Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_203f0b0e-5307-45df-a252-f192b2d87576.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-267-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-267-combined-spot.npy,True,True
121,1,2025-03-25T00:30:20.525429Z,268,/data/upload/5/91132aee-232dc486-55c6-406c-ad62-a3e4ef222df4.webp,114.461,2025-03-25T00:32:05.043265Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_232dc486-55c6-406c-ad62-a3e4ef222df4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-268-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-268-combined-spot.npy,True,True
121,1,2025-03-25T00:30:20.525429Z,268,/data/upload/5/91132aee-232dc486-55c6-406c-ad62-a3e4ef222df4.webp,114.461,2025-03-25T00:32:05.043265Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_232dc486-55c6-406c-ad62-a3e4ef222df4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-268-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-268-combined-spot.npy,True,True
122,1,2025-03-25T00:32:18.236580Z,269,/data/upload/5/75e0ff4d-0313f01a-68bb-4e29-9d88-4421ac955e5c.webp,109.263,2025-03-25T00:33:58.711903Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_0313f01a-68bb-4e29-9d88-4421ac955e5c.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-269-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-269-combined-spot.npy,True,True
122,1,2025-03-25T00:32:18.236580Z,269,/data/upload/5/75e0ff4d-0313f01a-68bb-4e29-9d88-4421ac955e5c.webp,109.263,2025-03-25T00:33:58.711903Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_0313f01a-68bb-4e29-9d88-4421ac955e5c.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-269-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-269-combined-spot.npy,True,True
123,1,2025-03-25T00:34:12.645656Z,270,/data/upload/5/62fbdf5d-477a55f8-00f7-40ef-b48a-0ab2de7b399f.webp,114.114,2025-03-25T00:35:56.545332Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_477a55f8-00f7-40ef-b48a-0ab2de7b399f.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-270-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-270-combined-spot.npy,True,True
123,1,2025-03-25T00:34:12.645656Z,270,/data/upload/5/62fbdf5d-477a55f8-00f7-40ef-b48a-0ab2de7b399f.webp,114.114,2025-03-25T00:35:56.545332Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_477a55f8-00f7-40ef-b48a-0ab2de7b399f.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-270-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-270-combined-spot.npy,True,True
124,1,2025-03-25T00:36:30.740444Z,271,/data/upload/5/62392243-541c1446-84c7-434d-aace-ee37c307f541.webp,106.38,2025-03-25T00:37:46.001622Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_541c1446-84c7-434d-aace-ee37c307f541.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-271-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-271-combined-spot.npy,True,True
124,1,2025-03-25T00:36:30.740444Z,271,/data/upload/5/62392243-541c1446-84c7-434d-aace-ee37c307f541.webp,106.38,2025-03-25T00:37:46.001622Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_541c1446-84c7-434d-aace-ee37c307f541.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-271-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-271-combined-spot.npy,True,True
125,1,2025-03-25T00:37:56.310917Z,272,/data/upload/5/35270146-578e3be1-1a11-49cb-9f07-c706780d2616.webp,120.429,2025-03-25T00:39:50.370685Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_578e3be1-1a11-49cb-9f07-c706780d2616.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-272-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-272-combined-spot.npy,True,True
125,1,2025-03-25T00:37:56.310917Z,272,/data/upload/5/35270146-578e3be1-1a11-49cb-9f07-c706780d2616.webp,120.429,2025-03-25T00:39:50.370685Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_578e3be1-1a11-49cb-9f07-c706780d2616.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-272-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-272-combined-spot.npy,True,True
126,1,2025-03-25T00:40:03.007656Z,273,/data/upload/5/379d05bf-584ac5fe-e56b-4c33-b6aa-4d24ef072d57.webp,944.85,2025-03-25T00:55:39.898954Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_584ac5fe-e56b-4c33-b6aa-4d24ef072d57.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-273-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-273-combined-spot.npy,True,True
126,1,2025-03-25T00:40:03.007656Z,273,/data/upload/5/379d05bf-584ac5fe-e56b-4c33-b6aa-4d24ef072d57.webp,944.85,2025-03-25T00:55:39.898954Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_584ac5fe-e56b-4c33-b6aa-4d24ef072d57.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-273-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-273-combined-spot.npy,True,True
127,1,2025-03-25T00:55:55.294144Z,274,/data/upload/5/3b67870e-707f2505-fb86-485f-9d49-5d88dc9a0532.webp,128.68,2025-03-25T00:57:52.317047Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_707f2505-fb86-485f-9d49-5d88dc9a0532.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-274-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-274-combined-spot.npy,True,True
127,1,2025-03-25T00:55:55.294144Z,274,/data/upload/5/3b67870e-707f2505-fb86-485f-9d49-5d88dc9a0532.webp,128.68,2025-03-25T00:57:52.317047Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_707f2505-fb86-485f-9d49-5d88dc9a0532.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-274-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-274-combined-spot.npy,True,True
128,1,2025-03-25T00:58:23.488641Z,275,/data/upload/5/1abaea65-742a6ef5-2b38-4d32-9f72-6e5cda3647e5.webp,131.109,2025-03-25T01:00:13.577363Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_742a6ef5-2b38-4d32-9f72-6e5cda3647e5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-275-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-275-combined-spot.npy,True,True
128,1,2025-03-25T00:58:23.488641Z,275,/data/upload/5/1abaea65-742a6ef5-2b38-4d32-9f72-6e5cda3647e5.webp,131.109,2025-03-25T01:00:13.577363Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_742a6ef5-2b38-4d32-9f72-6e5cda3647e5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-275-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-275-combined-spot.npy,True,True
129,1,2025-03-25T01:00:26.054980Z,276,/data/upload/5/7e858e80-742e2c53-5cf8-4fc6-b7de-ffbaf129c306.webp,115.421,2025-03-25T01:02:15.206845Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_742e2c53-5cf8-4fc6-b7de-ffbaf129c306.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-276-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-276-combined-spot.npy,True,True
129,1,2025-03-25T01:00:26.054980Z,276,/data/upload/5/7e858e80-742e2c53-5cf8-4fc6-b7de-ffbaf129c306.webp,115.421,2025-03-25T01:02:15.206845Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_742e2c53-5cf8-4fc6-b7de-ffbaf129c306.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-276-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-276-combined-spot.npy,True,True
130,1,2025-03-25T01:02:27.847262Z,277,/data/upload/5/4bb11bed-749eb145-3280-4c09-ae4e-cce711552f2e.webp,109.241,2025-03-25T01:04:08.523110Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_749eb145-3280-4c09-ae4e-cce711552f2e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-277-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-277-combined-spot.npy,True,True
130,1,2025-03-25T01:02:27.847262Z,277,/data/upload/5/4bb11bed-749eb145-3280-4c09-ae4e-cce711552f2e.webp,109.241,2025-03-25T01:04:08.523110Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_749eb145-3280-4c09-ae4e-cce711552f2e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-277-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-277-combined-spot.npy,True,True
131,1,2025-03-25T01:04:31.509979Z,278,/data/upload/5/62e41bde-780aa922-a768-4a95-b394-5edd9e8e3c11.webp,110.992,2025-03-25T01:06:04.116471Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_780aa922-a768-4a95-b394-5edd9e8e3c11.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-278-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-278-combined-spot.npy,True,True
131,1,2025-03-25T01:04:31.509979Z,278,/data/upload/5/62e41bde-780aa922-a768-4a95-b394-5edd9e8e3c11.webp,110.992,2025-03-25T01:06:04.116471Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_780aa922-a768-4a95-b394-5edd9e8e3c11.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-278-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-278-combined-spot.npy,True,True
132,1,2025-03-25T01:06:15.062327Z,279,/data/upload/5/f99d0956-801a4a3a-108c-4a30-93fe-361501e1e29d.webp,96.971,2025-03-25T01:07:45.301929Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_801a4a3a-108c-4a30-93fe-361501e1e29d.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-279-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-279-combined-spot.npy,True,True
132,1,2025-03-25T01:06:15.062327Z,279,/data/upload/5/f99d0956-801a4a3a-108c-4a30-93fe-361501e1e29d.webp,96.971,2025-03-25T01:07:45.301929Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_801a4a3a-108c-4a30-93fe-361501e1e29d.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-279-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-279-combined-spot.npy,True,True
